"ISO3","Name","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"AZE","Azerbaijan",0.316792255907639,0.314335262013364,0.319597911606131,0.32528955554227,0.326127536148956,0.326676732060478,0.330550532684717,0.369137539258733,0.376178444910219,0.379315253280425,0.384997732964271,0.338567703302389,0.342349974138746,0.339888847681865,0.375881993324758,0.366134887993717,0.369951247570947,0.364955600592906,0.385365036046321,0.410666353017245,0.421431401220309,0.440911856815256,0.430441129333329,0.432140936876984,0.450425866963127,0.438662422225791
"BHS","Bahamas",0.445716031834854,0.446209054275655,0.450358908966916,0.454859812839457,0.458540119236024,0.463210569441569,0.466694255592077,0.472378586531715,0.469411628736018,0.471745611078832,0.490908972415581,0.553258681897232,0.557642881286503,0.461372500604572,0.451662921250157,0.44966951118472,0.450329592815229,0.45537510352984,0.446217962418674,0.451222726723907,0.447012792751278,0.439936657532974,0.432871259158352,0.429976745462796,0.42899037297733,0.424584161286116
"BHR","Bahrain",0.383582877774241,0.384763723563455,0.390281201511895,0.396223261626929,0.400274631586399,0.404921547156112,0.419000789555198,0.431381610378422,0.425901766043323,0.425853256354752,0.436819527391697,0.494948870352891,0.508344818398162,0.452926653241895,0.458823997653071,0.455534282442491,0.461348951104155,0.463889562026052,0.465197204631067,0.484481741084731,0.484290353760747,0.476219486703081,0.468366376832965,0.469602151229941,0.475960810530569,0.506402068441481
"BGD","Bangladesh",0.339161758361128,0.339000245379457,0.344090102192195,0.349057972414486,0.342455450244245,0.335869825173732,0.330856198634635,0.325093170926535,0.321233241705738,0.313658355420858,0.331379673916649,0.408463794848445,0.421553701593969,0.427584741074994,0.429059305964674,0.456175009535313,0.459469868615684,0.461097121534654,0.462102658001902,0.256463140502696,0.253336261654114,0.270287269432092,0.270453661333897,0.274335834511105,0.274374447579308,0.278169384035553
"BRB","Barbados",0.470821210692717,0.471338855159288,0.4750676411941,0.478721642671585,0.480638733190925,0.487445941423704,0.489063891523073,0.496798519596532,0.503377246750472,0.508134151617297,0.532128420936156,0.597167155798397,0.610902988777369,0.612235077003608,0.612150900383899,0.633324003226581,0.641788953429257,0.512394904900499,0.51619006862985,0.512122577759714,0.527968255256247,0.513099476403665,0.521800274573789,0.522093358729186,0.525852712959819,0.536692412450074
"BLR","Belarus",0.372832929152294,0.379536373129654,0.376728644918109,0.379892843678058,0.383551703821845,0.38515589983126,0.38282615463564,0.379332394528921,0.404087642283007,0.40080723080537,0.399208446738712,0.350458046672546,0.370879847137307,0.392859701265919,0.434595799983178,0.434022247738305,0.446267235027783,0.473996229237983,0.477272717558346,0.47077545029721,0.473331962760657,0.489732724561739,0.514232812300081,0.519751922193829,0.5273277123945,0.501969625748656
"BEL","Belgium",0.542826639786049,0.547404257948068,0.546396382865949,0.538819078453731,0.54085461897514,0.549627339581909,0.553787664621146,0.561231296708855,0.553175532903482,0.55267326123566,0.545902157038247,0.570521628005576,0.576999866405142,0.586476456647225,0.593612539021019,0.587488380161931,0.589799472385106,0.596472006562075,0.602423644498871,0.613910040783707,0.614530931754827,0.605788639929795,0.600000948703427,0.592797309163081,0.593296738328256,0.600662947200381
"BLZ","Belize",0.374134035015879,0.382405398546403,0.377954223644414,0.379861328038468,0.375913617375346,0.373283541318022,0.3733380888408,0.373880256324771,0.382854157822439,0.36940193447855,0.391216526493724,0.337243947361472,0.338469435778546,0.336368173125653,0.335664680470665,0.334590411427388,0.324364655468978,0.330623700335241,0.333009513864741,0.332637915819448,0.333070577871887,0.330157098146099,0.330428642827361,0.329545740496559,0.329144615515569,0.334759598880295
"BEN","Benin",0.355904090010492,0.35589331299723,0.35435403267149,0.352737622214693,0.352155169257271,0.351727837103487,0.347800885558762,0.3439859175696,0.343578900791704,0.335203646520069,0.31772091401381,0.303688316942989,0.307912011959864,0.304042289686138,0.292246811575381,0.275759824165067,0.279577163624397,0.276326301338355,0.288522115096235,0.290965972449014,0.305897964227045,0.312253850473958,0.323410536304618,0.333814102490928,0.329028275523139,0.336605947759305
"BTN","Bhutan",0.372010169159802,0.37203280308405,0.373088471429426,0.374214329282038,0.373878683424587,0.373822360685353,0.374911804732941,0.376047519505824,0.390476746101809,0.379465995938391,0.391095392650628,0.378742694863294,0.398157206611579,0.407620095209116,0.401144926262582,0.39245319473299,0.391971602710759,0.395969667293393,0.40322827761075,0.431770963730353,0.435361318112696,0.464453185446453,0.478815019202353,0.47921558015616,0.4792769452425,0.476220953489274
"BOL","Bolivia, Plurinational State of",0.313772996416372,0.313996226178772,0.319736083992821,0.322661224093907,0.316629725379349,0.309268068113076,0.310889858910911,0.305283567282963,0.30492009256181,0.309749001019993,0.279476422292076,0.269898139313803,0.274439193830269,0.275459170476464,0.276187624302076,0.280898849102364,0.285281322515934,0.277356659138638,0.285800625398847,0.281970839521466,0.278515677475746,0.282392334951386,0.287827403060335,0.289821862824519,0.281345126794095,0.286764268477931
"BIH","Bosnia and Herzegovina",0.340277806190274,0.340396773562174,0.336535298121699,0.332698330643671,0.334875145239439,0.339189589016632,0.346951994064421,0.347796717461343,0.346362606624531,0.36149024659674,0.347189106989286,0.324545651582656,0.327562804671249,0.336369217318851,0.33671777302383,0.337220575969136,0.345851295171692,0.351866398842719,0.364405480557812,0.381140011323412,0.369804684825045,0.373693773358647,0.378506375151791,0.376403337159954,0.367510818329587,0.362408329731066
"BWA","Botswana",0.376189466335437,0.376526662746757,0.378004509306167,0.379624254262232,0.379779843680626,0.380676848612081,0.379722905450327,0.377777329251412,0.395884091227601,0.384853731579969,0.3987908631975,0.385205781192302,0.388436317895331,0.392104689199964,0.394902202140991,0.392015964201317,0.390991612626859,0.3986806376184,0.40574528252957,0.42482271427805,0.421423291010527,0.437348254040289,0.431060878095689,0.430106761524621,0.433251970067907,0.432771276990344
"BRA","Brazil",0.351568560365212,0.350868542413153,0.352247797455129,0.353479005246241,0.358868959061228,0.364116250099094,0.366615709315898,0.371384561072256,0.369291334029172,0.363649291365893,0.370718805261546,0.401607051222089,0.40561805411403,0.413474904411971,0.426832373614593,0.443601555928488,0.446572144527831,0.445430573523797,0.444402382869913,0.359200722294542,0.353121547065725,0.356264178061204,0.349861930240893,0.34829341119389,0.353214950796168,0.35771468951001
"BRN","Brunei Darussalam",0.441199185383537,0.442552461843012,0.435516533180174,0.428714225421472,0.433020356014532,0.436568838480553,0.439785726682219,0.43916660727578,0.441770090795469,0.450484281814524,0.460974838574276,0.527894440460007,0.445967947687683,0.451297595813904,0.476506491317424,0.474944988696175,0.475701729293738,0.476642838590147,0.485230570602156,0.505994769133669,0.494690974439912,0.499195253996814,0.499703258108549,0.523978212486681,0.515979133423415,0.533100628846571
"BGR","Bulgaria",0.393052058868181,0.401013808679559,0.423079852827968,0.421824686835676,0.419590752838099,0.413456296780999,0.415626410550449,0.42773923164272,0.43412827122212,0.437046898793837,0.439532076678297,0.436943377316725,0.441569415321847,0.441713862252398,0.447750969925565,0.442978610883888,0.447076189626504,0.451252603669166,0.456012117335801,0.465662049133314,0.467295912550799,0.465667342331942,0.465699869607351,0.464725562984091,0.468175889941472,0.464001251102273
"BFA","Burkina Faso",0.305577648083845,0.305557251203852,0.305782755758738,0.306069127364351,0.310606550585569,0.315056040544142,0.312895125354541,0.310809232976602,0.314704143110597,0.310610663415261,0.294058711750797,0.255027069415541,0.267946971297902,0.272611947977521,0.287717457511567,0.28693121609972,0.279164318637061,0.278167354523852,0.272660105129075,0.276031985436326,0.279994613170739,0.301649262785954,0.303197855405545,0.301590922032174,0.294181968365872,0.290420088841339
"BDI","Burundi",0.238975181322934,0.238971199124485,0.239088699381106,0.239208522261667,0.246027842867314,0.252918125859894,0.253962831366953,0.255404685606482,0.256898588258128,0.253563620406985,0.258188778577226,0.234092435856222,0.231833108271454,0.231409871071856,0.229418951091132,0.207103493701382,0.202710296475323,0.202527346379752,0.230769883712523,0.274148180955358,0.258323449175173,0.269160143576668,0.269946409481562,0.267596603382558,0.267989632435299,0.267934246229784
"KHM","Cambodia",0.282890947784437,0.283055837239867,0.280686711471766,0.278738780650108,0.28554437456311,0.292359645442629,0.290557038326521,0.288944208693716,0.286526777407632,0.287612617920805,0.279771864141683,0.270399524213719,0.272226981166085,0.278566538081971,0.278790062918734,0.275551828069202,0.278580302985278,0.289833338044172,0.281862724941596,0.28747326313046,0.284599121822709,0.293817639905457,0.289341088391236,0.286622516476892,0.285787503452931,0.281663243165067
"CMR","Cameroon",0.262704168044142,0.262709011073628,0.272161608169611,0.281628920663916,0.282688320502221,0.283629027955681,0.280774166765833,0.278482114529903,0.289324232276211,0.289133784237532,0.276094745218855,0.253189021610317,0.252075291984626,0.251205152601261,0.249126950835864,0.243544055512026,0.251418890981022,0.252127740373463,0.256288048998709,0.258232591040685,0.255641431727611,0.265292735245464,0.262081893534654,0.261371541378866,0.25890357616859,0.258881746461065
"CAN","Canada",0.592812518768013,0.594649293775364,0.598346475718315,0.596065350691094,0.603664893058447,0.609556694902615,0.610422591062123,0.611150252956023,0.609688724127727,0.622364294708304,0.634452291323154,0.679046446188942,0.679538690773378,0.683336043451092,0.68483441572446,0.665212928574385,0.673357723203499,0.672087005922465,0.67421683524043,0.686097146718037,0.678855698162838,0.668240773397778,0.66556511883541,0.657778875585312,0.657830087136199,0.651613874467236
"CPV","Cape Verde",0.406030317119215,0.406144236109018,0.402686314263638,0.399233916819972,0.40224060058381,0.40550663576842,0.39617007895538,0.388218155185581,0.393689945581965,0.394659572605326,0.41646148989506,0.387561737274512,0.390781594015979,0.39713448961309,0.399715180783812,0.397467117301849,0.413183478563131,0.419646194154137,0.421931305827445,0.440686383019366,0.442857929328047,0.440192990425228,0.439332661036966,0.437423888405241,0.437268105107983,0.443865532361666
"CAF","Central African Republic",0.253861346208084,0.253871866795168,0.25591758968214,0.257963092978006,0.255415002643886,0.252836109224374,0.249392890347134,0.245943051915533,0.240723912904457,0.231095928056193,0.220092139984608,0.161669347681939,0.158483370276204,0.159431641682695,0.159223615917675,0.138253172420585,0.138355649911208,0.145015866365536,0.128610778819679,0.11630872507937,0.120831413163313,0.144026251882713,0.141964270436542,0.140626723515203,0.1403787982741,0.135595938472813
"TCD","Chad",0.246091437335934,0.246092510171256,0.24831193582109,0.25060241853751,0.255272960470488,0.259955336056022,0.255732686918973,0.25157446162889,0.24390306411798,0.240095057038112,0.220887502658908,0.17560473316539,0.17458560167501,0.166165651902248,0.173117285519823,0.162692635847741,0.165020651114729,0.170084835832496,0.16976565501344,0.166853851694106,0.172092017260063,0.185647149721607,0.188062899907843,0.186014126220299,0.189359741749884,0.191685215161874
"CHL","Chile",0.443319230613697,0.444764435898559,0.438704183244812,0.435008030714852,0.445249309637164,0.456699436262931,0.465134404039277,0.476785465296574,0.467619121290358,0.471736617394254,0.483630009126822,0.498244807741418,0.510347691482509,0.515069486416641,0.512168899111294,0.524215147960084,0.530215211821942,0.545514911053577,0.551247035080555,0.56877079054833,0.563490212872362,0.548302369025602,0.547520167128065,0.548692244974809,0.54195896508965,0.54272754798027
"CHN","China",0.363026011681284,0.363952906049316,0.36136831414617,0.358904994224445,0.359429460842961,0.362937671404429,0.359736886515671,0.35871263923799,0.367745708368488,0.371098055755627,0.399743986671029,0.478396119214394,0.492925576910339,0.512337870435622,0.525593889755209,0.56352999671343,0.5669079122948,0.572127184923437,0.579380172050588,0.434592265295879,0.448223131143925,0.449793678507183,0.459835471686025,0.464982283766316,0.531523299720662,0.552967567166084
"COL","Colombia",0.289420512324981,0.289825431128921,0.292040271934851,0.294869557462696,0.294110921169932,0.295533090304463,0.299246062861664,0.302889503018173,0.300736221150338,0.306125474288681,0.31711006945164,0.296586871445025,0.302216220768821,0.313922349635524,0.328710953355902,0.342322034097697,0.3564307045234,0.356288533579956,0.358526354084616,0.38106187027514,0.381351273097401,0.380572456693432,0.379424406331816,0.375968981023206,0.374006642700252,0.378494336398517
"COM","Comoros",0.315601243633085,0.315615640174167,0.311714941849858,0.307829585159029,0.303315962440473,0.298734794299461,0.307888388592403,0.317004490881016,0.299954832680396,0.302687948742285,0.319917009994163,0.2755704646479,0.265291192872797,0.260680983302076,0.260543571540123,0.264277902670366,0.268255055956548,0.268884182377168,0.283787141273171,0.297887780504328,0.294639014101228,0.303933032304693,0.302274911858379,0.29214084560088,0.287927813489424,0.280681881384671
"COG","Congo",0.268081946697352,0.26808746370863,0.2578126766757,0.247537964913166,0.254635965432273,0.263121498395766,0.262157197453822,0.261438941255355,0.267932114174417,0.271179452222333,0.249292007192653,0.220813870939375,0.224386974377901,0.225780330954132,0.232742283476538,0.218640003086229,0.215823044906826,0.208112288047184,0.211704190310181,0.21986602328239,0.21642900966125,0.23764601071021,0.230539031660597,0.233587194938857,0.222216768034972,0.219282389752764
"COD","Congo, the Democratic Republic o",0.233083917097332,0.232860469291937,0.232628019639201,0.232405830470237,0.232184013811349,0.232552057328516,0.232960273524378,0.233470765850644,0.234040536349514,0.234620654005935,0.214825597204588,0.152894908403213,0.151542958435707,0.151467550632959,0.151462069802407,0.126024323922737,0.146398679437112,0.147747396355188,0.151050151767456,0.150785794859997,0.163506398356572,0.207660434602098,0.204007364389352,0.211050014435057,0.207909435254219,0.207552355543295
"CRI","Costa Rica",0.394264075667324,0.393007979925049,0.402032644364708,0.408477465272056,0.404365376095133,0.401871549362159,0.397179542651701,0.399353491265394,0.399371092044497,0.392674226451013,0.400793905874882,0.377256444932871,0.377800541085031,0.387930445568163,0.396496444716595,0.408919226668421,0.403618246964152,0.416612735168063,0.430482581850347,0.453636447657594,0.460324312310129,0.454513901879005,0.451869750025784,0.454298298394667,0.456175863468871,0.45827917336291
"CIV","Cote d'Ivoire",0.311643613346466,0.310854761636334,0.307041810807573,0.302643813103422,0.28819551791224,0.273921969201956,0.268113128451225,0.262310243503038,0.252077996420234,0.239780550673597,0.220730814077219,0.18135179213862,0.199104455841853,0.197164649280702,0.202665287948346,0.185410492650849,0.186363682305901,0.199632222622233,0.21155340763119,0.2492126833461,0.266897651629061,0.285136301999336,0.28273958739377,0.29380838990065,0.300851212414367,0.305080511398472
"HRV","Croatia",0.395105454771982,0.396188969661153,0.402002149339955,0.407099380912235,0.419575801015713,0.434534668357363,0.448966306921318,0.458008458268508,0.473340533511471,0.480723289550074,0.469274074195852,0.450904315250291,0.461763427937953,0.462679596559044,0.458409007055019,0.472240295520665,0.470323560037436,0.469590578766735,0.478974084482709,0.486159940833433,0.490546200640128,0.493507104670556,0.490036442292316,0.490271148243533,0.495527581937146,0.488179565408804
"CUB","Cuba",0.264616895089736,0.262126216531423,0.261149141067562,0.258807056277713,0.270998155670441,0.276779842687111,0.279272813862843,0.28114438853599,0.279814855017527,0.303812297838273,0.324188419670727,0.357401983378623,0.377305932228075,0.389386337541271,0.383398961775731,0.362195302797876,0.346409735914801,0.329129669312388,0.313089220441778,0.314524523107649,0.31781868481595,0.326585237304786,0.342674538145341,0.34202083531331,0.346939021513895,0.34975367562749
"CYP","Cyprus",0.449635961409462,0.45213339312891,0.452342192436501,0.451539118495126,0.455454175920143,0.459147305500338,0.461892510454834,0.467632258897407,0.478594637415107,0.471877477231964,0.497867099270371,0.573428241366423,0.577734296700909,0.597249844252156,0.505640165743086,0.500694142029648,0.493263194383833,0.499515010664404,0.503617301936031,0.519621546920593,0.521224092570068,0.508975222311684,0.522579598707828,0.517289995109964,0.525011230947852,0.516949897111718
"CZE","Czech Republic",0.463055761719545,0.463794623803879,0.460066835893709,0.458778954587277,0.448322762213213,0.43941110172387,0.455231629055974,0.469498274338789,0.476545116173195,0.472084392236426,0.478232856176239,0.487546544560132,0.496523857949949,0.505419178509361,0.504619370762814,0.518390405050827,0.529106522524729,0.533163750975981,0.547410441384657,0.562929094994452,0.566408025061527,0.557198895228226,0.564948929198039,0.560623023538682,0.561385030534918,0.555018810496946
"DNK","Denmark",0.652122752435716,0.654472120308812,0.657582538483229,0.662662092398325,0.668832890555622,0.67391897410867,0.677395284034862,0.684804423979276,0.687767339554232,0.69200578219081,0.69668838745749,0.757132343606293,0.763549701758622,0.761445632489469,0.757911501899556,0.766362246048755,0.776421076788971,0.779525089234944,0.789918987894952,0.797479038481951,0.797678302146062,0.775030504810708,0.774139977894384,0.772435632639131,0.770108566043041,0.77545846168407
"DJI","Djibouti",0.31390889359447,0.313921148465801,0.309787092984488,0.30561204485635,0.311426119249066,0.317262346254127,0.320204194840921,0.323209732663603,0.311061695100731,0.32545536597493,0.333388314136663,0.291133025089293,0.298519807344514,0.314499646349202,0.320574445506417,0.302770095022016,0.296902925668444,0.298984957967599,0.294587355135429,0.303822089506451,0.310604691295718,0.302696034861622,0.319614950326908,0.326933674938133,0.328795132902927,0.329372435651344
"DMA","Dominica",0.590390242248865,0.590390242248865,0.576949003654086,0.563507765059307,0.557493881902205,0.551479998745102,0.559693247145573,0.567906495546044,0.573004003502645,0.572808685771247,0.606170016197187,0.548683091779412,0.540679775974246,0.54503368001605,0.542136342878163,0.540646659742868,0.53628685477609,0.529411373600644,0.537327522601359,0.541486788456839,0.542685509230771,0.534128366258659,0.534546172970381,0.528801138826718,0.514001911708596,0.518993728865508
"DOM","Dominican Republic",0.316527790784946,0.316607212222384,0.310797267360183,0.307292283811989,0.310208539446833,0.313568854433445,0.320215735063562,0.322276518809535,0.311345159063083,0.314532050037208,0.309609076562441,0.314503976741057,0.322612996703628,0.336605841691206,0.353359259491735,0.345193302116385,0.341173548763521,0.350092039270622,0.350095171507892,0.360841013133774,0.363744266718337,0.356814213522435,0.3527811476168,0.348660711917604,0.349744579931394,0.355894581490989
"ECU","Ecuador",0.296202595899305,0.296797785263289,0.300682387254456,0.305576749574855,0.291736426490581,0.288111696414835,0.286712391501242,0.285873123245676,0.286858731102241,0.291979299216583,0.288179010790716,0.285580937872362,0.288646337506537,0.29309606770838,0.293593021648057,0.288232343821389,0.293940243049883,0.300277521012678,0.307859215563792,0.314249239337438,0.312969209371785,0.331505868700542,0.330026324484298,0.337288906148932,0.338119521269114,0.335181308998329
"EGY","Egypt",0.350201659932203,0.350788657471621,0.351181949276932,0.351588504820141,0.350901710682762,0.349806303008592,0.346557574535556,0.345809720121701,0.336123207448291,0.335195325752486,0.325386641539142,0.28362872022497,0.297731784364135,0.324556489158281,0.334860662783043,0.338078578938295,0.324932382527579,0.327409098197922,0.322116243587235,0.329979670734948,0.331076927986114,0.327795410450354,0.332333110664345,0.336009811798576,0.339851703338409,0.343858525274108
"SLV","El Salvador",0.297638114789971,0.295446541996764,0.300009758743657,0.304689926403773,0.311277369266814,0.314073934249513,0.311699611376689,0.311929534709268,0.312281710907785,0.326764669541217,0.320400757901647,0.337707476751612,0.341325196292173,0.346951408657651,0.357544292533585,0.354100970786181,0.3570369760144,0.354280527418556,0.352524957451793,0.360314005032046,0.353708838323128,0.342364851595246,0.339088486220556,0.342752758313287,0.347829584951056,0.346666807511202
"GNQ","Equatorial Guinea",0.27365826621128,0.273714129809732,0.270153787482323,0.266662055673569,0.265170923940425,0.263827255281369,0.263243481724305,0.262929051180642,0.273240996164769,0.265786936895515,0.284135994058519,0.241301182657231,0.247537631593369,0.24646367298351,0.248516185440541,0.245704028026326,0.243518439147049,0.242890374138387,0.244256998154781,0.239684188328447,0.239128702619554,0.245592744646235,0.237111074741044,0.238488785840896,0.236770019087829,0.236992667746831
"ERI","Eritrea",0.308229985113498,0.308182426333699,0.317285127470566,0.326375318028267,0.323183717466429,0.319540525526163,0.315562826962133,0.310833757919849,0.292918835273303,0.286789293191827,0.251949719548998,0.219800091824389,0.214098611014586,0.216841945118225,0.214194260031169,0.206047138666406,0.206327003284052,0.202332630991965,0.200842105689503,0.205513859453588,0.196691330148427,0.214222633315602,0.216166926947076,0.215603680665916,0.212351279341064,0.212355547875245
"EST","Estonia",0.455891296414766,0.461525079905373,0.465336660936736,0.470166482847694,0.474979198037824,0.48554404986289,0.492542876933566,0.499184267523861,0.503460476164063,0.511656218258343,0.523543159291625,0.586182742549472,0.595943975599581,0.610240837541551,0.611829643362574,0.619555612945798,0.614443804895736,0.603761000063382,0.614980335204119,0.641984390225634,0.638642338196599,0.619290414163089,0.619956938099648,0.61807165019147,0.623269503196543,0.618477834692047
"ETH","Ethiopia",0.281770977604761,0.284894755978955,0.297208785818843,0.30947828969219,0.31041748361583,0.30843109736863,0.304838760985968,0.301195733102139,0.300169637036232,0.302886145889732,0.286853960105813,0.285527035385897,0.287903682604201,0.286323188192239,0.282603473872582,0.285502925288806,0.288327136914201,0.283373131368126,0.283820134343611,0.288857253306915,0.288549277709982,0.304685891075402,0.299948824587401,0.315891128798852,0.316556056473917,0.306121825323745
"FJI","Fiji",0.395478801578389,0.395602553551223,0.391902849389407,0.388356277459738,0.374974228369457,0.361927136627903,0.369174559859381,0.37723729367103,0.374830642114938,0.374916842481402,0.378118911809488,0.412079204917324,0.412666581931111,0.411928731959874,0.393201763593719,0.393683066690674,0.408952871029492,0.407996544979555,0.407285692015236,0.438565989990294,0.441979493369285,0.45152571857784,0.458595982697459,0.466572778797835,0.470000105891928,0.472425835105015
"FIN","Finland",0.671680235518187,0.673359743685089,0.679352063497691,0.687522525314582,0.692775448406063,0.696424528376593,0.698724012329113,0.70319448247579,0.70648507367572,0.706983966585264,0.718583807226273,0.75446057176567,0.755035690264854,0.758606450078859,0.755014735852794,0.76575750388474,0.766823702602768,0.775196661665388,0.779575532685339,0.789435535876801,0.772497090572036,0.752418503962164,0.753147080504981,0.749212728553344,0.746970687803055,0.750667267315567
"FRA","France",0.582556521527701,0.586243893684845,0.585776693739147,0.585413844635828,0.587871682380794,0.591330807848973,0.593000564684842,0.592249618221989,0.592699821877156,0.598080106922019,0.599922223680676,0.618771465679896,0.637209316838521,0.640815993598185,0.645133237288168,0.660013916809152,0.65759366860425,0.656968428734899,0.653777927480287,0.663255982598941,0.66404824925408,0.651289581241278,0.65683190857763,0.652784143995595,0.66682362551619,0.648524987466746
"GAB","Gabon",0.36757225731736,0.367632466743378,0.373231618808764,0.378810854901634,0.382293761772934,0.387590108152652,0.387191010192182,0.387606356367929,0.384162631257796,0.376169656447835,0.408138721419502,0.314666185643138,0.31219842995707,0.306891280669172,0.303392094706842,0.298008058618544,0.297565190196239,0.301379006854248,0.300125441723931,0.307138290554913,0.30215795458576,0.304555566673032,0.301153222849888,0.299303631500057,0.294007406286113,0.297962162664258
"GMB","Gambia",0.369093215740183,0.369027964679392,0.372314339059994,0.375589610416273,0.376127140374184,0.376708039837527,0.377093226850876,0.377434175293592,0.383327264360055,0.367445566123307,0.385910977331049,0.318433766645231,0.323926177940085,0.319714213848507,0.321623261002773,0.309198914025895,0.312136138618014,0.308960914733207,0.306736875856394,0.308636292254361,0.310513476495101,0.299183498732893,0.312674177293327,0.313280368716765,0.318549527057609,0.328818963998126
"GEO","Georgia",0.321165050882773,0.320216611385431,0.323136082371229,0.333899357805889,0.341731757610013,0.349201681694132,0.346676599594759,0.333794206730632,0.349783886765476,0.371826106491513,0.376638859228279,0.369247335604928,0.430862871008142,0.43942856299115,0.449641116971241,0.471933399357202,0.478672694650726,0.498354090823469,0.517528207681317,0.552597526599636,0.549639860284965,0.551945211749725,0.556857578018455,0.563960912474719,0.566719258874094,0.566164135033675
